電影,#genre#
Astro TutorTV,mitv://64.32.9.99:7999/f02e2021bb03f96d1693e296d0edb44c.ts
CCTV14,mitv://64.32.9.99:7999/66327fcf3469795d7877634167faf268.ts
Animax(HK),mitv://64.32.9.99:7999/062847f4f8fcafd2f1b8062737898d3a.ts
Cartoon Network,mitv://64.32.9.99:7999/5e2fc6430009524b1168c437edbaf995.ts
Disney Channel,mitv://64.32.9.99:7999/5e20213200002ba607d482840bf0122c.ts
Disney Junior,mitv://64.32.9.99:7999/4fada09da77841c38b9aca07205619ad.ts
Nickelodeon,mitv://64.32.9.99:7999/b90b2dc5bd9a850a7800bb38e3911be8.ts
東森幼幼,mitv://64.32.9.99:7999/dc268ef7a5b369dbd9addd58fb361227.ts
Disney XD,mitv://64.32.9.99:7999/31791bceef8f27c1e36b127cefdd072c.ts
Nick Jr.,mitv://64.32.9.99:7999/5ddd30eb00002d540318851e59710529.ts
DreamWorks(TW),mitv://64.32.9.99:7999/b8cca8b0f5c7a352331598ee5c10c436.ts
Boomerang,mitv://64.32.9.99:7999/e2f7217479853ed06766569af64b68d8.ts
Animax TW,mitv://64.32.9.99:7999/5a0f4e1f6a9f6241b76f2b16edb790cf.ts
MOMO親子臺,mitv://64.32.9.99:7999/beade27bd3dd47e9a01a916d93aaca6e.ts
CN卡通頻道,mitv://64.32.9.99:7999/61bfd7690b70a5b65953dc6fc88c6a83.ts
TF1,mitv://64.32.9.99:7999/a4236cf4168cc34023623fe82b487315.ts
尼克兒童臺,mitv://64.32.9.99:7999/6f551118aa255077be0b42d7e804c4a9.ts
ABCアニメーション,mitv://64.32.9.99:7999/6faed12f3e505810867944ad5d0ffca2.ts
BBC CBeebies,mitv://64.32.9.99:7999/b0ec8dd5eaa59332b35a35f0f88942dc.ts
Okey,mitv://64.32.9.99:7999/49b6353f0e11b20beea4bda3a752064b.ts
AT-X,mitv://64.32.9.99:7999/99a520c169cd539095993a95d2e08abc.ts
Treehouse,mitv://64.32.9.99:7999/59d03440ee56d95d1ee096e810a72435.ts
經典卡通臺,mitv://64.32.9.99:7999/4f6c89e62b36be0451bbfa2a5f8aba32.ts
ELTV生活英語,mitv://64.32.9.99:7999/4b2b5a12b040ab6273c08683f2c4b347.ts
精選動漫臺,mitv://64.32.9.99:7999/d643d3496b82530fce661887b11509fe.ts
靖天育樂,mitv://64.32.9.99:7999/f8439979e11ac4ccd359cb1e6a04a8f6.ts
靖天卡通,mitv://64.32.9.99:7999/71a8e2c838c65a77aa20a45d4f4574aa.ts
龍華卡通,mitv://64.32.9.99:7999/789244e17fd47870e83ade350e1a5c3a.ts
知識,#genre#
CCTV9,mitv://64.32.9.99:7999/293310f2ec2ad01670e5126fbc1232e6.ts
NAT GEO(USA),mitv://64.32.9.99:7999/9ac20846c43985ef63cae8cb831d93e0.ts
Animal Planet,mitv://64.32.9.99:7999/5d753266000e23b40cb767dfe79b08ff.ts
Discovery HD,mitv://64.32.9.99:7999/2929f628a4038653f33422f6cb0ea946.ts
History,mitv://64.32.9.99:7999/f33eecc2cb87be09642c7a4e5fc1f8f9.ts
NAT GEO WILD,mitv://64.32.9.99:7999/698783f389b16ed43167e0abc3f84507.ts
Discovery(TW),mitv://64.32.9.99:7999/ad09fef029e62f4b30af0662ef392a7b.ts
DISCOVERY SCIENCE TW,mitv://64.32.9.99:7999/c5785d5ff46a8504ea93cdc8e54b44ec.ts
動物星球,mitv://64.32.9.99:7999/95c7e4fa671b3b4408b7ec955fa66b36.ts
Discovery LIFE,mitv://64.32.9.99:7999/81229f7881d2a7e2e5bea2c29701a584.ts
Animaux,mitv://64.32.9.99:7999/0be73e2718b380c5db20ca51233d0b42.ts
Investigation Discovery,mitv://64.32.9.99:7999/7151f055ff9cc33a958c30e82e53e327.ts
History(USA),mitv://64.32.9.99:7999/e6f513cdadd2dfebffc75c7df107e025.ts
DMAX TW,mitv://64.32.9.99:7999/7c7cc8ebb284f0565c4930ec9a937b40.ts
Outdoor Channel,mitv://64.32.9.99:7999/0972562be4fb83347aaf0add00d9a5d6.ts
BBC Earth(tw),mitv://64.32.9.99:7999/110c80137bd1aa595d9fae0f54315a0c.ts
Love Nature,mitv://64.32.9.99:7999/dded8360746224d62285de4c2ec995dd.ts
BBC Earth,mitv://64.32.9.99:7999/97301c33d045aca1894738a7ce55c731.ts
Discovery EVE TW,mitv://64.32.9.99:7999/5e252d713ab6daeaa5c2b5669a5c84be.ts
HGTV,mitv://64.32.9.99:7999/aad7778aa88d5c9c3bde7661bc20abdd.ts
HGTV(TW),mitv://64.32.9.99:7999/d512b01aa989673cb427404849679fac.ts
DMAX,mitv://64.32.9.99:7999/7cbd5b412e5d445516f46a5118f474b6.ts
MotorTrend,mitv://64.32.9.99:7999/cb9fd32f8dc3039d4e99dc6a4f3ec7ed.ts
TLC,mitv://64.32.9.99:7999/2e37794e15a91664b0cb32291df0b0b8.ts
CI罪案偵查,mitv://64.32.9.99:7999/d4cae7b40fcd8375c8dc2b32c7bcd4fa.ts
DISCOVERY SCIENCE,mitv://64.32.9.99:7999/f88e07496e10ed2ad6ba597fe7477681.ts
History 2,mitv://64.32.9.99:7999/bbf5949c70cb70f4db6bda9c45e78c7a.ts
TV Brics,mitv://64.32.9.99:7999/97b9c0293492e1aa39cb021fb9b5f02f.ts
Travel Channel TW,mitv://64.32.9.99:7999/95f0f290d57a13f3e0700bf37efb3fc9.ts
CGTN Documentary,mitv://64.32.9.99:7999/3daa03dfd62a70191e75de5104e93fc9.ts
Discovery ASIA,mitv://64.32.9.99:7999/891fb7e96e92f999b6762d523c470fe9.ts
Discovery Velocity,mitv://64.32.9.99:7999/9371d2db717a3f6edbe8a6ebbea0b60c.ts
Travel Channel,mitv://64.32.9.99:7999/f07318c77e2304a8ad874aecea5ad44d.ts
Sky Documentaries,mitv://64.32.9.99:7999/a65dafadd93f34dbc0bd8153590eb9d0.ts
Crime Investigation,mitv://64.32.9.99:7999/3cbef046e8c897e4884711b548e85847.ts
INSIGHT TV,mitv://64.32.9.99:7999/947f18ffaf3a1042127a87aaa0122a4d.ts
Love 4K Nature,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
Fyi,mitv://64.32.9.99:7999/5b206fa7609009004833266962ddd9b5.ts
幸福空間居家,mitv://64.32.9.99:7999/2a6bd2f9055a384aa2689dcebdb9a740.ts
Sky Nature,mitv://64.32.9.99:7999/71fb54a400508da6c4a0870c671f7493.ts
視納華仁紀實,mitv://64.32.9.99:7999/8d66bfd3fd123663869bb6a7b6f719c0.ts
達文西頻道,mitv://64.32.9.99:7999/102147c607c2eb3d1ff1f3a1d8a3e18d.ts
其它,#genre#
Astro TVS,mitv://64.32.9.99:7999/5932946f50f9455d75473a4e232a5175.ts
CCTV7,mitv://64.32.9.99:7999/d687fa2635f7e76d9f1c30e957c73673.ts
CCTV10,mitv://64.32.9.99:7999/89bfe49999228872f3a8aef95cddc967.ts
CCTV17,mitv://64.32.9.99:7999/5e2083ed0009cedc09562f7469335548.ts
AFN(TW),mitv://64.32.9.99:7999/74d7f5493e1d76fddae600038bf0df66.ts
有線18臺,mitv://64.32.9.99:7999/6544b26fc54d3cd1ba3025316b4f599a.ts
PET CLUB TV[維護],mitv://64.32.9.99:7999/55cb5e32266d0c30ce6531ed0d13f744.ts
美食星球,mitv://64.32.9.99:7999/114d4bdfcd993a587dbda655a2aeb984.ts
METRO TV,mitv://64.32.9.99:7999/e0894fad16641d4066fdf46255d89a5d.ts
FOOD Network HD,mitv://64.32.9.99:7999/942b35e6200587111339a78e33fa3afc.ts
TV5 Monde Style,mitv://64.32.9.99:7999/a44e7743866bfb287f91ed2735685dff.ts
LiveABC互動英語,mitv://64.32.9.99:7999/81bd57c2dc7672ff381e7e3d5ba23f09.ts
亞洲旅遊臺,mitv://64.32.9.99:7999/5dd7fc99000f19bc088a98122bee9a59.ts
好訊息1,mitv://64.32.9.99:7999/81f86e7ddf3d684988e5ce6606c63e0f.ts
NHK Education,mitv://64.32.9.99:7999/7b01ee4d8f844112c24e8a2f276c2d4f.ts
民視旅遊,mitv://64.32.9.99:7999/5e205ea30002744e08c48482d54bf9a8.ts
好訊息 2,mitv://64.32.9.99:7999/c324875cb7e6f305949456cb4dff8350.ts
人間衛視,mitv://64.32.9.99:7999/26a7cf7e8780b84f97af82b28af85ae2.ts
大愛一臺HD,mitv://64.32.9.99:7999/b12bd0320fefe88908195bb8edfca65a.ts
大愛二臺HD,mitv://64.32.9.99:7999/df823d008807df50c1e578efc11afdf7.ts
兵團衛視,mitv://64.32.9.99:7999/5e20bd4d000e2f550a364f939389ce5f.ts
